,label,message
2373,1,xma prize draw tri contact u today draw show å 2000 prize guarante call 09058094565 land line valid 12hr
2374,0,dunno lei neva say
2375,0,thanx 4 2day u r goodmat think ur rite sari asusu 1 u cheer love u franyxxxxx
2376,0,way home went chang batt 4 watch go shop bit lor
2377,1,ye place town meet excit adult singl uk txt chat 86688 150p msg
2378,0,hi mobil lt gt ad contact list www fullonsm com great place send free sm peopl visit fullonsm com
2379,0,good even sir hope nice day want bring notic late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank everyth
2380,0,let want hous 8am
2381,0,best line said love wait till day forget u day u realiz u forget gn
2382,0,reach ten morn
2383,0,pussi perfect
2385,1,someon contact date servic enter phone becausethey fanci find call landlin 09058098002 pobox1 w14rg 150p
2386,0,messag responc happend
2387,0,also piec
2388,0,wiskey brandi rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukk
2389,0,boo thing back home littl bore alreadi
2390,0,first gain lt gt kg sinc took second done blood sugar test ok blood pressur within normal limit worri
2391,0,pick ur fone u dumb
2392,0,thank da thangam feel happi dear also miss da
2393,0,okey doke home dress co lay around ill speak later bout time stuff
2394,0,run away frm u walk slowli amp kill u care enough stop
2395,0,babe back come back
2396,0,well told other marri
2397,0,neshanth tel r u
2398,0,yo yo yo byatch whassup
2399,0,oh kay sat right
2400,0,hi roger cl
2401,1,babe u want dont u babi im nasti thing 4 filthyguy fanci rude time sexi bitch go slo n hard txt xxx slo 4msg
2402,0,oh oh wast den muz chiong sat n sun liao
2403,0,jesu christ bitch tri give drug answer fuck phone
2404,0,pleas give 2 pick tuesday even 8 ok
2405,0,meet darren
2406,0,one best dialogu cute reltnship wen die
2407,0,solv case man found murder lt decim gt lt gt afternoon 1 wife call polic 2 polic question everyon 3 wife sir sleep murder took place 4 cook cook 5 garden pick veget 6 hous maid went 2 post offic 7 children went 2 play 8 neighbour went 2 marriag polic arrest murder immedi repli reason u r brilliant
2408,0,dear reach
2409,0,aww first time u said u miss without ask miss u first love
2410,0,ok thanx gd nite 2 ì_
2411,0,come right ahmad
2413,0,lol pleas actual send pic right wan na see pose comb hair dryer someth
2414,0,fp
2415,0,huh mean comput scienc like dat one push n
2416,0,could read love answer
2417,0,oh lk tt den take e one tt end cine lor dun wan yogasana oso
2418,0,madam regret disturb might receiv refer check dlf premarica kindli inform rgd rakhesh kerala
2419,1,sm servic inclus text credit pl gotto www comuk net login 3qxj9 unsubscrib stop extra charg help 08702840625 comuk 220cm2 9ae
2420,0,oic better quickli go bath n settl
2421,0,err cud go 8pm got way contact
2422,0,bloo bloo bloo miss first bowl
2423,0,lmao fun
2424,0,oh k k big hitter anyway good
2425,0,hey almost forgot happi b day babe love ya
2426,1,valentin day special win å 1000 quiz take partner trip lifetim send go 83600 150p msg rcvd custcar 08718720201
2427,0,think move lt gt week
2428,0,find sent offlin messag know anjola
2429,1,guess first time creat web page www asjesu com read wrote wait opinion want friend 1 1
2430,0,txting drive
2431,0,good let thank god pleas complet drug lot water beauti day
2432,0,realli dun bluff leh u sleep earli nite
2433,0,indian r poor india poor countri say one swiss bank director say lt gt lac crore indian money deposit swiss bank use taxless budget lt gt yr give lt gt crore job indian villag delhi 4 lane road forev free power supli lt gt social project everi citizen get monthli lt gt lt gt yr need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india padh g
2434,0,uncl boy need movi oh guid plu know torrent particularli legal system slow gr8 day plu start co dont meet onlin honey moon
2435,0,oh ya ya rememb da
2436,0,btw regard realli tri see anyon els 4th guy commit random dude
2437,1,ur chanc win å 250 cash everi wk txt play 83370 c www music trivia net custcar 08715705022 1x150p wk
2438,0,busi juz dun wan 2 go earli hee
2439,0,rightio 11 48 well arent bright earli morn
2440,0,great church holla get
2441,0,back brum thank put us keep us happi see soon
2442,0,donno scorabl
2443,0,lt gt great loxahatche xma tree burn updat total see star
2444,0,ye dont care need bad princess
2445,0,guy kadeem sell sinc break know one guy paranoid fuck like sell without til late tonight
2447,0,tmr ì_ brin lar aiya later come n c lar mayb ì_ neva set properli ì_ got da help sheet wif ì_
2448,0,u knw di lt gt
2449,0,dun believ wat
2450,0,k give back thank
2451,0,know complain num bettr directli go bsnl offc nd appli
2452,0,okay seen pick friday
2453,0,much pay suganya
2454,0,left dessert u wan 2 go suntec look 4 u
2455,0,abeg make profit start use get sponsor next event
2456,0,onum ela pa normal
2457,0,k k sister kid
2458,0,cool text way
2459,0,nope meanwhil talk say make greet
2460,0,cant talk call dont keep call
2461,0,anyth lar
2462,0,rose need water season need chang poet need imagin phone need ur sm need ur love frndship forev
2463,0,good afternoon babe goe day job prospect yet miss love sigh
2464,0,pick drop car problem
2465,0,think wast rr
2466,0,world famamu
2467,0,come friday leav pongal get news work place
2468,0,lol well without could big sale togeth
2469,0,way
2470,0,eat old airport road 630 oredi got lot pple
2471,0,sri talk phone parent
2473,0,ok lor wat time ì_ finish
2474,0,princess like make love lt gt time per night hope that problem
2475,0,mm way railway
2477,0,done sorri hope next space give everyth want rememb furnitur around move lock lock leav key jenn
2478,0,yet like keep touch easiest way barcelona way ru hous
2479,1,sppok ur mob halloween collect nokia logo pic messag plu free eeri tone txt card spook 8007
2480,1,urgent call 09066612661 landlin complementari 4 tenerif holiday å 10 000 cash await collect sae cs po box 3 wa14 2px 150ppm 18 sender hol offer
2481,0,k even da urgent
2482,0,pansi live jungl two year drive worri
2483,0,mm kanji dont eat anyth heavi ok
2484,0,promis get soon text morn let know made ok
2485,0,lol differ go tri find everi real life photo ever took
2486,0,dont thnk wrong call us
2487,0,k ill drink pa need sr model pl send mail id pa
2488,0,aiyah e rain like quit big leh drizzl least run home
2489,0,2 doc appoint next week tire shove stuff ugh normal bodi
2490,0,dun b sad dun thk abt alreadi concentr ur paper k
2491,0,greet consid excus
2492,0,drama pl enough famili struggl hot sun strang place reason ego go invit actual necess go wait seriou reppurcuss
2493,0,releas anoth italian one today cosign option
2494,0,mu tri figur much money everyon ga alcohol jay tri figur weed budget
2495,1,winner valu network custom hvae select receiv å 900 reward collect call 09061701444 valid 24 hour acl03530150pm
2496,0,hcl chennai requir fresher voic process excel english need salari upto lt gt call ms suman lt gt telephon interview via indyarock com
2497,0,dai da send resum id
2498,0,know lt gt around 5
2499,0,yup finish c ì_
2500,0,rememb ask alex pizza
2501,0,da today also forgot
2502,0,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut u partnership u invest money ship take care rest u wud b self reliant soon dnt worri
2503,0,fwiw reason around time smoke ga afford around someon tell appar happen somebodi want light
2504,0,hello boytoy made home constant thought love hope nice visit wait till come home kiss
2505,0,congrat kano whr treat maga
2506,0,u talk
2507,0,yup
2509,0,u wake alreadi wat u u pick us later rite take sq825 reach ard 7 smth 8 like dat u check e arriv time c ya soon
2510,0,yunni walk citylink ì_ faster come hungri
2511,0,er yep sure prop
2512,0,hiya u pay money account thank got pleasant surpris check balanc u c get statement 4 acc
2513,1,u nokia 6230 plu free digit camera u get u win free auction take part send nokia 83383 pobox114 14tcr w1 16
2514,0,ok ill send lt decim gt ok
2515,0,bognor splendid time year
2516,0,ye offic da
2519,0,ok ask abt e movi u wan ktv oso
2520,0,misplac number send text old number wonder heard year best mcat got number atlanta friend
2522,0,dunno lei might b eatin wif fren ì_ wan eat wait 4 ì_ lar
2524,1,free entri å 250 weekli comp send word win 80086 18 c www txttowin co uk
2526,0,u noe 2 send file 2 comput
2527,0,mmmmm love wake word morn miss love hope day goe well happi wait us togeth
2528,0,jay say put lt gt
2529,0,come sec somebodi want see
2530,0,sun anti sleep medicin
2531,0,happen gotten job begun registr perman resid
2532,0,yup ok
2533,0,glad went well come 11 plenti time clair goe work
2534,0,ok enjoy r u home
2535,0,pl pl send mail know rel come deliv know cost risk benefit anyth els thank
2536,0,like
2537,0,haf combin n c lor
2538,0,monthli amount terribl pay anyth till 6month finish school
2539,0,hmmm mani player select
2540,0,said gon na snow start around 8 9 pm tonit predict inch accumul
2541,0,dont send plu mode
2542,0,aiyo pleas ì_ got time meh
2543,0,packag program well
2544,0,sister belong 2 famili hope tomorrow pray 4 fate 4 shoranur train incid let hold hand togeth amp fuell love amp concern prior 2 grief amp pain pl join di chain amp pass stop violenc women
2545,0,guy ask get slipper gone last year
2546,0,compani good environ terrif food realli nice
2547,1,text82228 get rington logo game www txt82228 com question info txt82228 co uk
2548,0,honestli made love cup tea promptli drop key burnt finger get
2549,0,yup studi surf lor e lazi mode today
2550,0,pleas sen kind advic pleas come tri
2551,0,done c ì_
2552,0,oh fine tonight
2553,0,ìï give time walk
2554,0,reach ard 20 min ok
2555,1,freemsg award free mini digit camera repli snap collect prize quizclub opt stop 80122300p wk sp rwm ph 08704050406
2556,0,fuck babe happen come never came back
2557,1,messag brought gmw ltd connect
2558,0,friend want drive em someplac probabl take
2559,0,also thk fast xy suggest one u dun wan ok go 2 rain leh got gd
2560,0,still get good
2561,0,mayb pressi
2562,0,yeah leav mayb 7ish
2565,0,told dr appt next week think gon na die told check noth worri listen
2566,0,room need
2567,0,dont want hear anyth
2568,0,hey leav friday wait ask superior tell
2569,0,ultim tor motiv tui achiev korli
2570,0,5 2 work time
2571,0,û_ û worri û finish march û_ ish
2572,0,hous water dock boat roll newscast dabbl jazz flute behind wheel
2573,1,congrat 2 mobil 3g videophon r call 09063458130 videochat wid ur mate play java game dload polyph music nolin rentl bx420 ip4 5we 150p
2574,1,next amaz xxx picsfree1 video sent enjoy one vid enough 2day text back keyword picsfree1 get next video
2575,0,that go ruin thesi
2576,0,sch neva mind u eat 1st lor
2577,0,hey what u sleep morn
2578,0,erm thought contract ran the4th octob
2579,0,dunno let go learn pilat
2580,1,u subscrib best mobil content servic uk å 3 per ten day send stop 83435 helplin 08706091795
2581,0,yup elabor safeti aspect issu
2582,1,3 free tarot text find love life tri 3 free text chanc 85555 16 3 free msg å 1 50
2583,0,goodmorn today late 1hr
2584,0,hi happi birthday hi hi hi hi hi hi hi
2585,0,outsid offic take
2586,0,respond imma assum still asleep imma start call n shit
2587,0,aight see bit
2588,0,superior tell friday leav depart except leav way call wahe fathima hr conform
2589,1,join uk horniest dog servic u sex 2nite sign follow instruct txt entri 69888 nyt ec2a 3lp msg 150p
2590,0,lol take member said aunt flow visit 6 month caus develop ovarian cyst bc way shrink
2591,0,still work go small hous
2592,0,friend got say up order gram got lt gt get
2593,0,tmr timin still da wat co got lesson 6
2594,0,û thing ape u fight death keep someth minut u let go that
2596,0,gon na abl late notic home week anyway plan
2597,0,got fujitsu ibm hp toshiba got lot model say
2598,0,oki thanx
2599,0,gosh pain spose better come
2600,0,usual iam fine happi amp well
2601,0,oki
2602,0,gon na get rimac access
2603,0,im arestaur eat squid 10 30 wan na dosometh late
2604,0,call time job today ok umma ask speed
2605,0,hello u call wen u finish wrk fanci meetin wiv u tonit need break dabook 4 hr last nite 2 today wrk
2606,0,r u sam p eachoth meet go 2 hous
2607,0,yeah lol luckili star role like
2608,0,hello madam
2609,0,awesom text restock
2611,1,knock knock txt whose 80082 enter r weekli draw 4 å 250 gift voucher 4 store yr choic cs www tkl com age16 stoptxtstopå 1 50 week
2612,0,ye innoc fun
2613,0,thank send mental abil question
2614,0,sir hope day go smoothli realli hope wont bother bill settl month extra cash know challeng time also let know
2615,0,2marrow wed lt gt 2 aha
2616,0,went ur hon lab one
2618,0,hey pple 700 900 5 night excel locat wif breakfast hamper
2619,1,forward 21870000 hi mailbox messag sm alert 40 match pleas call back 09056242159 retriev messag match cc100p min
2620,0,come
2621,0,lol nah bad thank good b home quit realiti check how ur day u anyth websit
2622,0,ok lor
2623,0,come home 4 dinner
2624,0,da al r lt gt
2625,1,free ring tone text poli 87131 everi week get new tone 0870737910216yr å 1 50 wk
2626,0,unni thank dear recharg rakhesh
2627,0,know lack particular dramastorm detail part worri
2628,0,haha cant tmr forfeit haha
2629,0,hey glad u r better hear u treat urself digi cam good r 9pm fab new year c u coupla wk
2630,0,way go back
2631,1,urgent mobil 077xxx å 2 000 bonu caller prize 02 06 03 2nd attempt reach call 09066362206 asap box97n7qp 150ppm
2632,0,cal sir meet
2633,0,love hear v see sundayish
2634,0,sorri da thangam sorri held prasad
2635,0,tiwari rcb battl bang kochi
2636,0,thank god bed
2637,0,cancer mom make big deal regular checkup aka pap smear
2638,0,gobi art colleg
2639,0,want talk
2640,0,pandi join 4w technolog today got job
2641,1,guarante latest nokia phone 40gb ipod mp3 player å 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18
2642,0,tri get lost fact tee hee
2644,0,friend use call
2646,0,em olowoyey usc edu great time argentina sad secretari everyth bless
2647,0,taxt massag tie po argh ok lool
2648,0,hi pleas get lt gt dollar loan pay back mid februari pl
2649,0,might want pull case plan spend much confid derek taylor money manag
2650,0,like shake booti danc floor
2651,0,text get call phone problem
2652,0,need drug anymor
2653,0,sorri da thought call lot time lil busi call noon
2654,0,sarcasm nt scarcasim
2655,0,great run ttyl
2656,0,feel like tri kadeem v
2657,0,dai lt gt naal eruku
2658,0,yet chikku wat abt u
2660,0,want final lunch today
2661,0,know dad back
2662,1,hello darl today would love chat dont tell look like sexi
2663,1,8007 free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate www getz co uk pobox 36504 w4 5wq norm 150p tone 16
2664,0,remain bro amongst bro
2665,0,r u meet da ge nite tmr
2666,0,nice day impress sensibl went home earli feel fine bore rememb
2667,0,de look good
2668,1,wan na get laid 2nite want real dog locat sent direct ur mobil join uk largest dog network txt park 69696 nyt ec2a 3lp å 1 50 msg
2669,1,tri contact respons offer new nokia fone camcord hit repli call 08000930705 deliveri
2670,0,ye repli mail go manag offic later plu bank later also wednesday
2671,0,cool come like lt gt ish
2672,0,super msg da nalla time
2673,0,good afternoon boytoy feel today better hope good boy obedi slave pleas queen
2674,0,6 ft good combin
2675,0,sick needi want pout stomp feet pout stomp feet want slave want
2676,0,train back northampton afraid
2677,0,abj serv stay dad alon
2678,0,playng 9 door game gt race phone lol
2679,1,new tone week includ 1 mcfli ab 2 sara jorg shock 3 smith switch order follow instruct next messag
2681,0,da bu go home
2682,0,got call landlin number ask come anna nagar go afternoon
2683,0,okay chase dream good next
2684,0,yupz oredi book slot 4 weekend liao
2685,1,urgent tri contact u today draw show å 800 prize guarante call 09050003091 land line claim c52 valid 12hr
2686,0,r mani model soni ericson also der lt gt luk good bt forgot modl
2688,0,ye know cheesi song frosti snowman
2689,0,ya ok vikki vl c witin lt gt min il repli u
2690,1,sport fan get latest sport news str 2 ur mobil 1 wk free plu free tone txt sport 8007 www getz co uk 0870141701216 norm 4txt 120p
2691,0,hey tmr meet bugi 930
2692,1,urgent urgent 800 free flight europ give away call b4 10th sept take friend 4 free call claim 09050000555 ba128nnfwfly150ppm
2693,0,nice new shirt thing wear nudist theme _ mu
2694,0,hey sexi bun day word morn ym think
2695,0,whenev see still hook
2696,0,nope go home go pump petrol lor like go 2 rain soon
2697,0,use foreign stamp whatev send
2698,1,88066 lost å 12 help
2699,0,oh babi hous come dont new pictur facebook
2700,0,feb lt gt love u day send di ur valu frnd evn 3 come back u gt marri person u luv u ignor di u lose ur luv 4 evr
2701,0,hiya sorri hav signal seen heard neither unusu put case get sort hug snog
2702,0,omw back tampa west palm hear happen
2703,0,yup alreadi thanx 4 print n hand
2704,1,freemsg fanci flirt repli date join uk fastest grow mobil date servic msg rcvd 25p optout txt stop 83021 repli date
2705,0,mean come chase state watch mani movi want
2706,0,took tablet reaction morn
2707,1,great new offer doubl min doubl txt best orang tariff get latest camera phone 4 free call mobileupd8 free 08000839402 2stoptxt cs
2708,0,nah perpetu dd
2709,0,sorri de went shop
2710,1,hope enjoy new content text stop 61610 unsubscrib help 08712400602450p provid tones2y co uk
2712,0,hey still want go yogasana coz end cine go bath hav steam bath
2713,0,nope drivin neva develop da photo lei
2714,0,think go reg pract lesson flung advanc haha wat time u go
2715,0,cool lt gt inch long hope like big
2716,0,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand
2717,0,oki thanx
2719,0,go n buy juz buy get lar
2721,0,work technic support voic process
2722,0,justbeen overa week sinc broke alreadi brain go mush
2723,0,tund wish great day abiola
2724,0,nope c ì_
2725,0,medic mission nigeria
2726,0,movi laptop
2728,1,urgent pleas call 09066612661 landlin å 5000 cash luxuri 4 canari island holiday await collect cs sae award 20m12aq 150ppm 16 ûï
2729,1,urgent pleas call 09066612661 landlin complimentari 4 lux costa del sol holiday å 1000 cash await collect ppm 150 sae cs jame 28 eh74rr
2730,0,havent lei next mon
2731,0,mm feel sleepi today shall get dear
2732,0,dare stupid wont tell anyth hear wont talk
2733,0,ì_ noe ben go
2734,0,mag meet avo point
2735,0,meant middl left right
2736,0,realli crash cuddl sofa
2737,0,hi chachi tri call u unabl reach u pl give miss cal u c tiz msg kanagu
2738,0,sent price mean lt gt g
2740,0,noth
2742,0,work ring u thing whole hous scream brat pull hair love u
2743,0,famili respond anyth room went home diwali one call come make feel like die
2744,0,tick tick tick babe
2745,0,r ì_ go 4 today meet
2746,0,k da mani page want
2747,0,ya onion roast
2748,0,send number give repli tomorrow morn said like ok
2749,0,said problem let know
2750,0,ok tell half hr b4 u come need 2 prepar
2751,0,play w comput aiyah tok 2 u lor
2752,0,sat right okay thank
2753,0,derp wors dude alway want parti dude file complaint three drug abus live
2754,0,ok chines food way get fat pay lipo
2755,0,r outsid alreadi
2756,0,good trip watch rememb get back must decid easter
2757,0,yo watch movi netflix
2758,0,time û prob 3
2759,0,meh thgt clash realli ah dun mind dun seen lost weight gee
2762,0,arr birthday today wish get oscar
2764,0,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay
2765,0,pick variou point
2766,1,marri local women look discreet action 5 real match instantli phone text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
2767,0,wow v v impress fun shop
2768,0,way ur home
2769,1,burger king wan na play footi top stadium get 2 burger king 1st sept go larg super coca cola walk winner
2770,0,problem talk later
2771,0,ur si
2772,0,still custom place
2773,1,come take littl time child afraid dark becom teenag want stay night
2774,0,dude u knw also telugu tht gud k gud nyt
2775,0,confirm eat esplanad
2776,0,send id password
2777,0,kind took garag centr part exhaust need replac part order n take fix tomo morn
2778,1,ur chanc win å 250 cash everi wk txt action 80608 c www movietrivia tv custcar 08712405022 1x150p wk
2779,0,well might come
2780,0,long quit get like 5 minut day
2781,0,like call mittelschmertz googl dont paracetamol dont worri go
2782,0,well right gon na get check today steam sale pee text want come get
2783,0,arriv see coupl day lt 3
2784,0,k wat tht incid
2785,0,yeah get unlimit
2786,0,cthen thk shd b enuff still got conclus n content pg n refer b da content pg n cover pg
2787,0,forgot take 3 year shower sorri phone dead yet
2788,0,ìï got wat buy tell us ì_ need come
2789,0,big god bring success
2790,1,u ûªve bin award å 50 play 4 instant cash call 08715203028 claim everi 9th player win min å 50 å 500 optout 08718727870
2791,0,û_ r stayin extra week back next wed rugbi weekend hi c u soon ham
2792,0,campu librari
2793,0,affidavit say lt gt e twigg st divis g courtroom lt gt lt time gt doubl check text tomorrow
2794,0,creep _
2796,0,get ten billion call text help god
2798,0,told return order
2799,0,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic
2800,0,depend u go lor
2801,0,smile right go world wonder smile think crazi keep away grin
2802,1,freemsg fav xma tone repli real
2803,0,lil fever fine
2804,0,think still car
2805,0,
2806,1,decemb mobil 11mth entitl updat latest colour camera mobil free call mobil updat co free 08002986906
2807,0,ye princess want catch big strong hand
2808,0,oh yeah forgot u take 2 shop
2809,0,mm ask call radio
2810,0,thinkin someon good drug
2812,0,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli
2813,0,alright sure let know leav
2814,0,last much 2 hour might get lucki
2815,0,geniu brother pl send number skype
2816,1,gr8 poli tone 4 mob direct 2u rpli poli titl 8007 eg poli breathe1 titl crazyin sleepingwith finest ymca getz co uk pobox365o4w45wq 300p
2817,0,thk em find wtc far weiyi goin e rest dunno yet r ur goin 4 dinner den might b abl join
2818,0,forget own privat properti good boy alway passion kiss
2819,1,interflora åòit late order interflora flower christma call 0800 505060 place order midnight tomorrow
2820,0,oh god taken teeth pain
2821,1,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
2822,0,u ask darren go n pick u lor oso sian tmr haf 2 meet lect
2823,0,need buy lunch eat maggi mee
2824,1,congratul thank good friend u å 2 000 xma prize 2 claim easi call 08712103738 10p per minut bt nation rate
2826,0,oh right ok make sure load work day got realli nasti cough today dri n shot realli help
2828,1,send logo 2 ur lover 2 name join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
2830,0,thanx 4 send home
2831,0,normal hot mail com see
2832,1,tkt euro2004 cup final å 800 cash collect call 09058099801 b4190604 pobox 7876150ppm
2833,0,u sick still go shop
2834,0,ya well fine bbd pooja full pimpl even becom quit black ur rite cold wear sweatter
2835,0,nice nice work
2836,0,1 reach home call
2837,0,tri find chines food place around
2838,0,easi mate guess quick drink bit ambiti
2839,0,babe miiiiiiissssssssss need crave geeee sad without babe love
2840,0,ok thanx
2842,0,tunji queen wish great day abiola
2843,0,today iz yellow rose day u love frndship give 1 misscal amp send ur frndz amp see mani miss call u get u get 6miss u marri ur lover
2844,0,class hour sorri
2845,0,wat time u finish ur lect today
2846,1,free messag jamster get crazi frog sound poli text mad1 real text mad2 88888 6 crazi sound 3 gbp week 16 c appli
2848,1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
2849,0,fine good hear dear happi new year oh
2850,0,go wipro interview today
2851,0,tall princess
2852,0,doubt could handl 5 time per night case
2853,0,haha hope ì_ hear receipt sound gd luck
2854,0,gon na death gon na leav note say rob fault aveng
2855,0,japanes proverb one u none u must indian version one let none leav final kerala version one stop none make strike
2856,0,today workin free oso gee thgt u workin ur fren shop
2857,0,life face choic toss coin becoz settl question coin air u know heart hope gudni8
2859,0,want kiss feel next
2860,0,happi say
2861,1,adult 18 content video shortli
2862,0,ok would b love u r sure think wot u want drinkin dancin eatin cinema u wot
2863,0,say explicitli told nora know someon probabl gon na bother
2865,0,smith wast da wan na gayl
2866,0,mum sent mani mani messag sinc got want know actual get enjoy rest day
2867,0,aight tomorrow around lt gt
2869,1,chanc realiti fantasi show call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call
2870,0,actual first time went bed long spoke woke 7 night
2871,0,see
2872,0,dont understand messag
2873,0,crucifi c told earlier
2874,0,idk keep say sinc move keep but head freedom vs respons tire much shit deal bare keep togeth get ad
2875,0,fuck cedar key fuck come anyway tho
2876,0,twenti past five said train durham alreadi coz reserv seat
2877,1,hey boy want hot xxx pic sent direct 2 ur phone txt porn 69855 24hr free 50p per day stop text stopbcm sf wc1n3xx
2878,0,u still paint ur wall
2880,0,printer cool mean groovi wine groovi
2881,0,hi harish rent transfr ur acnt
2882,0,anyth lor come
2883,0,cbe realli good nowaday lot shop showroom citi shape good
2884,0,ìï still attend da talk
2885,0,prob hon u doinat mo
2886,0,k take care
2887,0,take phone callon friday assum year
2888,0,batteri low babe
2889,0,shuhui bought ron present swatch watch
2890,0,yeah quit bit left swing tomorrow get
2891,0,babe said 2 hour almost 4 internet
2892,0,k sure get noon see
2893,0,k k yesterday cbe
2894,0,went ganesh dress shop
2895,1,pdate_now doubl min 1000 txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd8 08000839402 call2optout yhl
2896,0,ìï collect ur laptop go configur da set izzit
2898,0,aight 8 latest probabl closer 7 jay tyler two trip
2899,0,come aftr lt decim gt clean hous
2900,1,ur cash balanc current 500 pound maxim ur cash send cash 86688 150p msg cc 08718720201 po box 114 14 tcr w1
2901,0,bill letter ûªm expect one orang ûªt bill may still say orang
2902,0,tell pa pain de
2903,0,hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want 10 man gang bang
2904,0,ha û know either clever simpl thing pear day perfect christma
2905,0,helloooo wake sweet morn welcom enjoy day full joy gud mrng
2906,0,alrit
2907,0,must sit around wait summer day celebr magic sight world dress white oooooh let snow
2908,1,urgent mobil number award å 2000 prize guarante call 09058094454 land line claim 3030 valid 12hr
2909,0,guy go see movi side
2911,0,tell think plu go stop run
2912,0,kindli send one flat lt decim gt today
2913,1,sorri u unsubscrib yet mob offer packag min term 54 week pl resubmit request expiri repli themob help 4 info
2914,0,noth lor bit bore dun u go home earli 2 sleep today
2915,0,time tell friend around
2916,0,ye fine love safe
2917,0,thank chikku gud nyt
2918,0,xy ur car u pick
2919,0,thanx 4 time weåõv spent 2geva bin mint ur babi want u xxxx
2920,0,yo way could pick someth tonight
2921,0,sent send
2922,0,fine simpli sit
2923,0,tht god gift bird human hav natur gift frm god
2924,0,come day class
2925,0,im done studyn librari
2926,0,ok u enjoy ur show
2927,0,anyth
2928,0,wuld without babi thought alon mite break donåõt wan na go crazi everyboy need ladi xxxxxxxx
2929,0,wat dear sleep ah
2930,0,hi test lt gt rd
2931,0,2 student solv cat question xam 5 3 2 lt gt 9 2 4 lt gt 8 6 3 lt gt 7 2 5 tell answer u r brilliant 1thing got answr
2932,0,yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi 4 loko night
2933,0,yup n fren lor meet fren 730
2934,0,yeah got one line us
2935,0,stop wonder wow ever go stop tm ing tm whenev want mine laugh
2936,0,lol yep yesterday alreadi got fireplac anoth icon sit
2937,0,hey book pilat yoga lesson alreadi haha
2938,0,ok happen behav like
2939,1,1 new messag pleas call 08712400200
2940,0,supervisor find 4 one lor thk student havent ask yet tell u aft ask
2941,0,hello news job make wait fifth week yeah im woozl weasel exet still home 3
2943,1,current messag await collect collect messag call 08718723815
2944,0,hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe
2945,0,make 3 4 fuck sake x
2946,0,leav u alway ignor
2947,0,nope b go 2 sch fri quit earli lor co my si got paper da morn
2948,0,bruce b down amp fletcher
2949,0,said would woke
2950,0,hey free call
2951,0,tell who pl
2952,1,urgent mobil award å 1 500 bonu caller prize 27 6 03 final attempt 2 contact u call 08714714011
2953,0,think might give miss teach til twelv lectur two damn work thing
2954,0,id check like 1 bowl worth left
2955,0,ye mani sweet
2956,0,would still cozi exhaust last night nobodi went school work everyth close
2958,0,buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake
2959,0,sir send group mail check
2960,0,da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt 7 n half page
2961,0,none nowher ikno doesdiscount shitinnit
2962,0,dont know jabo abi
2963,1,ever notic drive anyon go slower idiot everyon drive faster maniac
2964,0,yet ya sapna aunti maneg day hogidh chinnu full weak swalpa black agidhan
2965,0,good babi
2967,0,mostli sport type lyk footbl crckt
2968,0,head dey swell oh thank make day
2969,0,u make fb list
2971,0,sari need tim bollox hurt lot tol
2972,0,happi new year princess
2973,0,text carlo let know hang
2974,0,worri easi ingredi
2975,0,love u 2 littl poci bell sorri love u
2976,0,ok omw castor
2977,0,yar lor keep rain non stop u wan 2 go elsewher
2978,1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min 1000 txt orang call mobileupd8 08000839402 call2optout 4qf2
2979,0,u mean u almost done done wif sleep tot u go take nap yup send liao pick ard 4 smth lor
2981,0,tonight yeah
2982,0,eat fo lunch senor
2983,0,said right giggl saw u would possibl first person2di nvq think much could
2984,0,break time one come n get stuff fr ì_
2985,1,repli win å 100 weekli profession sport tiger wood play send stop 87239 end servic
2986,0,see see mayb reboot ym seen buzz
2987,0,still grinder
2988,1,1 polyphon tone 4 ur mob everi week txt pt2 87575 1st tone free get txtin tell ur friend 150p tone 16 repli hl 4info
2991,0,k see k
